id,title,frequency,units,popularity
CIU2013211000000I,Employment Cost Index: Total compensation for Private industry workers in Aircraft manufacturing,Quarterly,Index Dec 2005=100,4
CANEEFUSQ052N,"Capital Account, Net (Excludes Exceptional Financing) for United States",Quarterly,Dollars,4
BOGZ1FL633030000Q,"Money Market Funds; Total Time and Savings Deposits; Asset, Level",Quarterly,Millions of Dollars,4
ATNHPIUS11100Q,"All-Transactions House Price Index for Amarillo, TX (MSA)",Quarterly,Index 1995:Q1=100,4
QFR316INFUSNO,"Quarterly Financial Report: U.S. Corporations: All Information: Long-Term Debt, Due in More Than 1 Year: Loans from Banks",Quarterly,Millions of Dollars,4
BOGZ1LM194022005Q,"Households; Debt Securities; Asset, Market Value Levels",Quarterly,Millions of Dollars,4
SUBLPDCLXTSOTHNQ,Net Percentage of Other Domestic Banks Increasing Spreads of Loan Rates over Banks' Cost of Funds on Other Consumer Loans Excluding Credit Card and Auto Loans,Quarterly,Percent,4
QBPBSLNNAC,Balance Sheet: Loans and Leases in Nonaccrual Status,Quarterly,Millions of U.S. Dollars,4
FBDILNECA,"Domestic Financial Sectors; Depository Institution Loans N.E.C.; Asset, Level",Quarterly,Millions of Dollars,4
INVOLPTEMPCA,Employed Involuntary Part-Time for California,Quarterly,"Persons, 4-Quarter Moving Average",4
LEU0252896400Q,Employed full time: Wage and salary workers: 55 years and over: Black or African American: Men,Quarterly,Thousands of Persons,4
QJPPBMUSDA,"Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Japan","Quarterly, End of Quarter",Billions of US Dollars,4
BOGZ1FL903012005Q,"Instrument Discrepancies; Treasury Currency (Seigniorage), Level",Quarterly,Millions of Dollars,4
PRMNTO01CAQ661N,"Production, Sales, Work Started and Orders: Production Volume: Economic Activity: Manufacturing for Canada",Quarterly,Index 2015=100,4
IIPPORTLQ,U.S. Liabilities: Portfolio Investment,"Quarterly, End of Period",Millions of Dollars,4
EERPRNQ,"Weighted-Average Effective Loan Rate by Base Pricing Rate, Prime, All Commercial Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Percent,4
SUBLPDCILTANQ,Net Percentage of Domestic Banks Reducing the Maximum Maturity of Credit Lines for Large and Middle-Market Firms,Quarterly,Percent,4
CPLBSNNCB,"Nonfinancial Corporate Business; Commercial Paper; Liability, Level","Quarterly, End of Period",Billions of Dollars,4
NGDPRNSAXDCSAQ,Real Gross Domestic Product for Saudi Arabia,Quarterly,Domestic Currency,4
REV61151ALLEST144QNSA,"Total Revenue for Technical and Trade Schools, All Establishments",Quarterly,Millions of Dollars,4
BOGZ1FL664090663Q,"Security Brokers and Dealers; Total Assets (Balance Sheet), Level",Quarterly,Millions of Dollars,4
BOGZ1FU106300075Q,"Nonfinancial Corporate Business; Consumption of Fixed Capital, Structures, Equipment, and Intellectual Property Products, Including Equity REIT Residential Structures (Adjusted NIPA Basis), Transactions (DISCONTINUED)",Quarterly,Millions of Dollars,4
SLRTTO01NZQ189N,Sales: Retail Trade: Total Retail Trade: Volume for New Zealand,Quarterly,"New Zealand Dollar, Quarterly level",4
NLDCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Netherlands",Quarterly,Index 2015=100,4
QIER368BIS,Real Residential Property Prices for Ireland,Quarterly,Percent per Annum,4
BOGZ1FL473127003Q,"Credit Unions; Checkable Deposits; Liability, Level",Quarterly,Millions of Dollars,4
KORCP110000IXNBQ,Consumer Price Index: Restaurants and Hotels (COICOP 11): Total for Korea,Quarterly,Index source base,4
NCBREMV,"Nonfinancial Corporate Business; Real Estate at Market Value, Market Value Levels",Quarterly,Billions of Dollars,4
CCUSSP02INQ650N,"Currency Conversions: US Dollar Exchange Rate: Spot, End of Period: National Currency: USD for India",Quarterly,Indian Rupee,4
TLBSNNB,"Nonfinancial Noncorporate Business; Total Liabilities, Level","Quarterly, End of Period",Billions of Dollars,4
JPNCPICORQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: All Items Non-Food Non-Energy for Japan",Quarterly,Index 2015=100,4
FGDSLAQ027S,"Federal Government; Debt Securities; Liability, Level",Quarterly,Millions of Dollars,4
LEU0252885500Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 years and over: Hispanic or Latino,Quarterly,1982-84 CPI Adjusted Dollars,4
QRON628BIS,Residential Property Prices for Romania,Quarterly,Index 2010=100,4
EQFXSUBPRIME004013,"Equifax Subprime Credit Population for Maricopa County, AZ",Quarterly,Percent,4
MAFRFA,"Monetary Authority; Federal Reserve Float; Asset, Level",Quarterly,Millions of Dollars,4
CPMNACNSAB1GQEU28,Gross Domestic Product for European Union (28 Countries),Quarterly,Millions of Euros,4
IRLTLT01DKQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Denmark,Quarterly,Percent,4
DALLOCT100EP,"Asset Quality Measures, Delinquencies on All Loans and Leases, To Consumers, Other, Banks Ranked 1st to 100th Largest in Size by Assets","Quarterly, End of Period",Millions of Dollars,4
FINXTEXVA01CXMLQ,International Merchandise Trade Statistics: Exports: Commodities for Finland,Quarterly,"US dollars, exchange rate converted",4
BOGZ1FL564090005Q,"Exchange-Traded Funds; Total Financial Assets, Level",Quarterly,Millions of Dollars,4
QBPBSTASLNINDV,Balance Sheet: Total Assets: Loans to Individuals,Quarterly,Millions of U.S. Dollars,4
CIU2014300000000I,Employment Cost Index: Total compensation for Private industry workers in Transportation and warehousing,Quarterly,Index Dec 2005=100,4
DNSLAL,"Domestic Nonfinancial Sectors; Debt Securities; Liability, Level",Quarterly,Millions of Dollars,4
CIU201S000000000I,Employment Cost Index: Total compensation for Private industry workers in Service-providing industries,Quarterly,Index Dec 2005=100,4
QTAXTOTALQTAXCAT3MNNO,State Tax Collections: Total Taxes for Minnesota,Quarterly,Millions of U.S. Dollars,4
ASFMA,"All Sectors; Farm Mortgages; Asset, Level",Quarterly,Millions of Dollars,4
QTAXTOTALQTAXCAT3ORNO,State Tax Collections: Total Taxes for Oregon,Quarterly,Millions of U.S. Dollars,4
LRUN64TTFIQ156N,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Finland,Quarterly,Percent,4
SPASTT01ITQ661N,Financial Market: Share Prices for Italy,Quarterly,Index 2015=100,4
RCMFLOSCOREPCT10,Large Bank Consumer Mortgage Originations: Original Credit Score: 10th Percentile,"Quarterly, End of Quarter",Credit Score,4
ATNHPIUS42044Q,"All-Transactions House Price Index for Santa Ana-Anaheim-Irvine, CA (MSAD) (DISCONTINUED)",Quarterly,Index 1995:Q1=100,4
CHNPIEATI01GYQ,Producer Prices Index: Economic Activities: Industrial Activities: Total for China,Quarterly,Growth rate same period previous year,4
BOGZ1LM155111005Q,"Households and Nonprofit Organizations; Consumer Durable Goods, Current Cost Basis, Market Value Levels",Quarterly,Millions of Dollars,4
RCMFLOFEDTIPCT75,Large Bank Consumer Mortgage Originations: Original Front-End Debt-to-Income (DTI): 75th Percentile,"Quarterly, End of Quarter",Ratio,4
NCBLA,"Nonfinancial Corporate Business; Loans; Asset, Level",Quarterly,Millions of Dollars,4
QATN628BIS,Residential Property Prices for Austria,Quarterly,Index 2010=100,4
QTAXT40QTAXCAT3WANO,State Tax Collections: T40 Individual Income Taxes for Washington,Quarterly,Millions of U.S. Dollars,4
EAAXSSNQ,"Average Loan Size for All Commercial and Industry Loans, Small Domestic Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Thousands of Dollars,4
ATNHPIUS24580Q,"All-Transactions House Price Index for Green Bay, WI (MSA)",Quarterly,Index 1995:Q1=100,4
PCOALAUUSDQ,"Global price of Coal, Australia",Quarterly,U.S. Dollars per Metric Ton,4
EMPLOYAL,Employment Level for Alabama,Quarterly,"Persons, 4-Quarter Moving Average",4
FBTCMDODNS,Farm Business; Credit Market Instruments; Liability (DISCONTINUED),"Quarterly, End of Period",Billions of Dollars,4
ASPTFC,"Average Sales Price of Houses Sold by Type of Financing, Cash Purchase",Quarterly,Dollars,4
USACP020000GYQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Alcoholic Beverages, Tobacco and Narcotics for United States",Quarterly,Growth rate same period previous year,4
MDOTHFRAFNMA,Mortgage Debt Outstanding by Type of Holder: Federal and Related Agencies: Federal National Mortgage Association (DISCONTINUED),"Quarterly, End of Period",Millions of Dollars,4
WUIEMERGE,World Uncertainty Index: Emerging Economies,Quarterly,Index,4
EQFXSUBPRIME048457,"Equifax Subprime Credit Population for Tyler County, TX",Quarterly,Percent,4
QBPBSTLKTEQKTBKEQKCOMSTK,Balance Sheet: Total Liabilities and Capital: Total Equity Capital: Total Bank Equity Capital: Common Stock,Quarterly,Millions of U.S. Dollars,4
ATNHPIUS32900Q,"All-Transactions House Price Index for Merced, CA (MSA)",Quarterly,Index 1995:Q1=100,4
BELCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Belgium",Quarterly,Index 2015=100,4
QBPQYTNIY,Income and Expense: Total Noninterest Income,Quarterly,Millions of U.S. Dollars,4
ATNHPIUS12260Q,"All-Transactions House Price Index for Augusta-Richmond County, GA-SC (MSA)",Quarterly,Index 1995:Q1=100,4
WUIDEU,World Uncertainty Index for Germany,Quarterly,Index,4
ENU2111520510,"Number of Private Establishments for All Industries in Johnson County, KY",Quarterly,Establishments,4
SUBLPDCLATDNQ,Net Percentage of Domestic Banks Increasing the Minimum Required Down Payment on Auto Loans,Quarterly,Percent,4
USCDILA,"U.S.-Chartered Depository Institutions; Loans; Asset, Level",Quarterly,Millions of Dollars,4
JPNB6FATT01NCCUQ,Balance of Payments: Financial Account: Net (Assets Minus Liabilities) for Japan,Quarterly,Yen,4
CPALTT01CNQ657N,Consumer Price Index: All Items: Total for China,Quarterly,Growth rate previous period,4
WFRBLB50083,Real Estate Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Millions of Dollars,4
WFRBLB50103,Consumer Credit Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Millions of Dollars,4
LCEATT01ESQ189N,Labor Compensation: Earnings: All Activities: Hourly for Spain,Quarterly,Euro,4
QNLR368BIS,Real Residential Property Prices for Netherlands,Quarterly,Percent per Annum,4
EVTP365PDNQ,"Total Value of Loans by Time that Pricing Terms Were Set and by Commitment, Before Survey Week, More than 365 Days, All Commercial Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Million of Dollars,4
FINXTIMVA01CXMLQ,International Merchandise Trade Statistics: Imports: Commodities for Finland,Quarterly,"US dollars, exchange rate converted",4
BOGZ1FL263163063Q,"Rest of the World; Bonds: Collateralized Loan Obligations; Liability, Level",Quarterly,Millions of Dollars,4
BOGZ1FL264090095Q,"Rest of the World; Total Financial Assets, Including Financial Derivatives, Level",Quarterly,Millions of Dollars,4
PNICKUSDQ,Global price of Nickel,Quarterly,U.S. Dollars per Metric Ton,4
BOGZ1FU364022135QOME,"General Government; Debt Securities Issued by Government Excluding Non-Marketable Treasury Securities; Asset (FWTW), Transactions (DISCONTINUED)",Quarterly,Millions of Dollars,4
BOGZ1FL614090005Q,"Finance Companies; Total Financial Assets, Level",Quarterly,Millions of Dollars,4
LEU0252911200Q,Employed full time: Usual weekly nominal earnings (first decile): Wage and salary workers: 16 years and over,Quarterly,Dollars,4
CHNB6FATC01CXCUQ,Balance of Payments: Financial Account: Assets (or Net Acquisition of Assets) for China,Quarterly,"US dollars, exchange rate converted",4
ETOTALNEQ176N,Housing Inventory Estimate: Total Housing Units in the Northeast Census Region,Quarterly,Thousands of Units,4
QNOR368BIS,Real Residential Property Prices for Norway,Quarterly,Percent per Annum,4
BOGZ1FL673065123Q,"Issuers of Asset-Backed Securities; Home Equity Loans; Asset, Level",Quarterly,Millions of Dollars,4
ENU5101320510,"Number of Private Establishments for All Industries in Arlington County, VA",Quarterly,Establishments,4
QTAXT09QTAXCAT3GANO,State Tax Collections: T09 General Sales and Gross Receipts Taxes for Georgia,Quarterly,Millions of U.S. Dollars,4
BOGZ1LM883164115Q,"All Domestic Sectors; Public Corporate Equities; Liability, Market Value Levels",Quarterly,Millions of Dollars,4
EQFXSUBPRIME040015,"Equifax Subprime Credit Population for Caddo County, OK",Quarterly,Percent,4
EQFXSUBPRIME012103,"Equifax Subprime Credit Population for Pinellas County, FL",Quarterly,Percent,4
IDS1YMAORIGGVE,"Amount Outstanding Due within One Year of International Debt Securities for General Government Sector, Residence of Issuer in Venezuela",Quarterly,Millions of US Dollars,4
QTAXTOTALQTAXCAT3NVNO,State Tax Collections: Total Taxes for Nevada,Quarterly,Millions of U.S. Dollars,4
NA000304Q,Federal Government Current Receipts,Quarterly,Millions of Dollars,4
NCBTCMDODNS,Nonfinancial Corporate Business; Credit Market Instruments; Liability (DISCONTINUED),"Quarterly, End of Period",Billions of Dollars,4
SUBLPDMBSXWBNQ,"Net Percentage of Domestic Banks Tightening Standards on Business Loans, Weighted by Banks' Outstanding Loan Balances by Category",Quarterly,Percent,4
QZAPAM770A,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for South Africa","Quarterly, End of Quarter",Percentage of GDP,4
BOGZ1FL514090005Q,"Property-Casualty Insurance Companies; Total Financial Assets, Level",Quarterly,Millions of Dollars,4
BOGZ1FL673065005Q,"Issuers of Asset-Backed Securities; Total Mortgages; Asset, Level",Quarterly,Millions of Dollars,4
COROCLACBN,"Charge-Off Rate on Other Consumer Loans, All Commercial Banks",Quarterly,Percent,4
CLVMNACNSAB1GQSK,Real Gross Domestic Product for Slovakia,Quarterly,Millions of Chained 2010 Euros,4
CBSIRB,"CSBS Community Bank Sentiment, Regulatory Burden Index",Quarterly,Diffusion Index = 100,4
IBANRIAODO,"Amount Outstanding of International Bonds and Notes for All Issuers, Residence of Issuer in Dominican Republic (DISCONTINUED)",Quarterly,Billions of US Dollars,4
RRVRSOQ156N,Rental Vacancy Rate in the South Census Region,Quarterly,Percent,4
WFRBL99T999220,Nonfinancial Assets Held by the 99th to 99.9th Wealth Percentiles,Quarterly,Millions of Dollars,4
QSEN368BIS,Residential Property Prices for Sweden,Quarterly,Percent per Annum,4
UNEMPLOYTX,Unemployment Level for Texas,Quarterly,"Persons, 4-Quarter Moving Average",4
FBDSILQ027S,"Domestic Financial Sectors; Debt Securities; Liability, Level",Quarterly,Millions of Dollars,4
RCCCBLIMPCT50,Large Bank Consumer Credit Card Balances: Current Credit Limit: 50th Percentile,"Quarterly, End of Quarter",U.S. Dollars,4
EQFXSUBPRIME048407,"Equifax Subprime Credit Population for San Jacinto County, TX",Quarterly,Percent,4
FBMFTTQ027S,"Domestic Financial Sectors; Mutual Fund Shares; Asset, Level",Quarterly,Millions of Dollars,4
DRTSPM,Net Percentage of Domestic Banks Tightening Standards for Prime Mortgage Loans (DISCONTINUED),Quarterly,Percent,4
ATNHPIUS14020Q,"All-Transactions House Price Index for Bloomington, IN (MSA)",Quarterly,Index 1995:Q1=100,4
AUSCPALTT01IXNBQ,Consumer Price Index: All Items: Total for Australia,Quarterly,Index source base,4
PSOILUSDQ,Global price of Soybeans Oil,Quarterly,U.S. Dollars per Metric Ton,4
IRLTLT01LUQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Luxembourg,Quarterly,Percent,4
ATNHPIUS22900Q,"All-Transactions House Price Index for Fort Smith, AR-OK (MSA)",Quarterly,Index 1995:Q1=100,4
TDSAMRIAOAICN,"Amount Outstanding of Total Debt Securities for All Issuers, All Maturities, Residence of Issuer in China",Quarterly,Millions of US Dollars,4
DRLFRT100N,"Delinquency Rate on Lease Financing Receivables, Banks Ranked 1st to 100th Largest in Size by Assets","Quarterly, End of Period",Percent,4
CPALTT01CLQ659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Chile",Quarterly,Growth rate same period previous year,4
BOGZ1FL173030005Q,"Personal Sector; Total Time and Savings Deposits; Asset, Level",Quarterly,Millions of Dollars,4
TSABSNNCB,"Nonfinancial Corporate Business; Treasury Securities; Asset, Level","Quarterly, End of Period",Billions of Dollars,4
QBRR368BIS,Real Residential Property Prices for Brazil,Quarterly,Percent per Annum,4
SUBLPDMHSXWBNQ,"Net Percentage of Domestic Banks Tightening Standards on Household Loans, Weighted by Banks' Outstanding Loan Balances by Category",Quarterly,Percent,4
ATNHPIUS27860Q,"All-Transactions House Price Index for Jonesboro, AR (MSA)",Quarterly,Index 1995:Q1=100,4
EQFXSUBPRIME046065,"Equifax Subprime Credit Population for Hughes County, SD",Quarterly,Percent,4
ENU0107320510,"Number of Private Establishments for All Industries in Jefferson County, AL",Quarterly,Establishments,4
IRSTCI01TRQ156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for Turkey,Quarterly,Percent,4
EVTP90DXFBNQ,"Total Value of Loans by Time that Pricing Terms Were Set and by Commitment, Before Survey Week, Less than 90 Days, U.S. Branches and Agencies of Foreign Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Million of Dollars,4
EQFXSUBPRIME024009,"Equifax Subprime Credit Population for Calvert County, MD",Quarterly,Percent,4
QCNGAN770A,"Nominal Total Credit to General Government, Adjusted for Breaks, for China","Quarterly, End of Quarter",Percentage of GDP,4
QITPAM770A,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Italy","Quarterly, End of Quarter",Percentage of GDP,4
BOGZ1FL673065505Q,"Issuers of Asset-Backed Securities; Commercial Mortgages; Asset, Level",Quarterly,Millions of Dollars,4
BOGZ1LM263163063Q,"Rest of the World; Bonds: Collateralized Loan Obligations; Liability, Market Value Levels",Quarterly,Millions of Dollars,4
QBPBSNLNNLN,Balance Sheet: Unused Loan Commitments - Total: All Other Unused Loan Commitments,Quarterly,Millions of U.S. Dollars,4
EMPLOYTX,Employment Level for Texas,Quarterly,"Persons, 4-Quarter Moving Average",4
IR3TIB01NOQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Norway,Quarterly,Percent,4
LEU0252911500Q,Employed full time: Usual weekly nominal earnings (ninth decile): Wage and salary workers: 16 years and over,Quarterly,Dollars,4
BOGZ1FL103064145Q,"Nonfinancial Corporate Business; Corporate Equities Issued by Nonfinancial Corporate Businesses; Asset, Level",Quarterly,Millions of Dollars,4
WFRBLN09028,Nonfinancial Assets Held by the 90th to 99th Wealth Percentiles,Quarterly,Millions of Dollars,4
ATNHPIUS42700Q,"All-Transactions House Price Index for Sebring-Avon Park, FL (MSA)",Quarterly,Index 1995:Q1=100,4
US13ROA,Return on Average Assets for U.S. Banks with average assets between $100M and $300M (DISCONTINUED),"Quarterly, End of Period",Percent,4
CPMNACNSAB1GQXK,Gross Domestic Product for Kosovo,Quarterly,Millions of Euros,4
ENU4830320510,"Number of Private Establishments for All Industries in Lubbock County, TX",Quarterly,Establishments,4
CPALTT01SEQ657N,Consumer Price Index: All Items: Total for Sweden,Quarterly,Growth rate previous period,4
ENU1318120510,"Number of Private Establishments for All Industries in Lincoln County, GA",Quarterly,Establishments,4
EQFXSUBPRIME028145,"Equifax Subprime Credit Population for Union County, MS",Quarterly,Percent,4
ETOTALMWQ176N,Housing Inventory Estimate: Total Housing Units in the Midwest Census Region,Quarterly,Thousands of Units,4
ATNHPIUS17300Q,"All-Transactions House Price Index for Clarksville, TN-KY (MSA)",Quarterly,Index 1995:Q1=100,4
ENU0606120510,"Number of Private Establishments for All Industries in Placer County, CA",Quarterly,Establishments,4
ATNHPIUS39820Q,"All-Transactions House Price Index for Redding, CA (MSA)",Quarterly,Index 1995:Q1=100,4
REV712ALLEST157QNSA,"Total Revenue for Museums, Historical Sites, and Similar Institutions, All Establishments",Quarterly,Percent Change,4
RCCCBACTDPD60P,Large Bank Consumer Credit Card Balances: 60 or More Days Past Due Rates: Accounts Based,"Quarterly, End of Quarter",Percent,4
MYAGM2EZQ196N,M2 for Euro Area,Quarterly,Euros,4
RCCCBLIMPCT75,Large Bank Consumer Credit Card Balances: Current Credit Limit: 75th Percentile,"Quarterly, End of Quarter",U.S. Dollars,4
REV481TAXABL144QNSA,"Total Revenue for Air Transportation, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
CPALTT01TRQ657N,Consumer Price Index: All Items: Total for Turkey,Quarterly,Growth rate previous period,4
PRINTO01JPQ661N,"Production, Sales, Work Started and Orders: Production Volume: Economic Activity: Industry (Except Construction) for Japan",Quarterly,Index 2015=100,4
WFRBS99T999259,Share of Corporate Equities And Mutual Fund Shares Held by the 99th to 99.9th Wealth Percentiles,Quarterly,Percent of Aggregate,4
EOTHUSQ176N,Housing Inventory Estimate: Vacant Housing Units Held Off the Market and Vacant for Other Reasons in the United States,Quarterly,Thousands of Units,4
REV5411TAXABL144QNSA,"Total Revenue for Legal Services, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
IRLTLT01NOQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Norway,Quarterly,Percent,4
BOGZ1FL703130005Q,"Private Depository Institutions; Total Time and Savings Deposits; Liability, Level",Quarterly,Millions of Dollars,4
EQFXSUBPRIME024043,"Equifax Subprime Credit Population for Washington County, MD",Quarterly,Percent,4
TOTDTEAUQ163N,Total Debt to Equity for Australia,Quarterly,Ratio,4
QBPBSTLK,Balance Sheet: Total Liabilities and Capital,Quarterly,Millions of U.S. Dollars,4
QMXN628BIS,Residential Property Prices for Mexico,Quarterly,Index 2010=100,4
WFRBLB50085,Financial Assets Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Millions of Dollars,4
EV100T999XDBNQ,"Total Value of Loans by Size of Loan: ($ thousands) $100 to $999, Domestic Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Million of Dollars,4
DALLACBEP,"Asset Quality Measures, Delinquencies on All Loans and Leases, All Commercial Banks","Quarterly, End of Period",Millions of Dollars,4
EQFXSUBPRIME037175,"Equifax Subprime Credit Population for Transylvania County, NC",Quarterly,Percent,4
LCWRMN01FRQ661N,Labor Compensation: Wage Rate: Manufacturing: Hourly for France,Quarterly,Index 2015=100,4
ENU3611320510,"Number of Private Establishments for All Industries in Warren County, NY",Quarterly,Establishments,4
ATNHPIUS40420Q,"All-Transactions House Price Index for Rockford, IL (MSA)",Quarterly,Index 1995:Q1=100,4
REV48412TAXABL144QNSA,"Total Revenue for General Freight Trucking, Long-Distance, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,4
ATNHPIUS31340Q,"All-Transactions House Price Index for Lynchburg, VA (MSA)",Quarterly,Index 1995:Q1=100,4
SUBLPFRCSNQ,Net Percentage of Foreign Banks Tightening Standards for Commercial Real Estate Loans,Quarterly,Percent,4
IRLTLT01MXQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Mexico,Quarterly,Percent,4
BOGZ1FR484090005Q,"Mutual Funds and Exchange-Traded Funds; Total Financial Assets, Revaluation",Quarterly,Millions of Dollars,4
EQFXSUBPRIME036105,"Equifax Subprime Credit Population for Sullivan County, NY",Quarterly,Percent,4
NGDPRNSAXDCITQ,Real Gross Domestic Product for Italy,Quarterly,Domestic Currency,4
ATNHPIUS22180Q,"All-Transactions House Price Index for Fayetteville, NC (MSA)",Quarterly,Index 1995:Q1=100,4
EQFXSUBPRIME024013,"Equifax Subprime Credit Population for Carroll County, MD",Quarterly,Percent,4
IIPNETINQ,U.S. Net International Investment Position Excluding Financial Derivatives,"Quarterly, End of Period",Millions of Dollars,4
QBPBSTLKSUBDEBT,Balance Sheet: Total Liabilities and Capital: Subordinated Debt,Quarterly,Millions of U.S. Dollars,4
LFWA25TTGBQ647N,Infra-Annual Labor Statistics: Working-Age Population Total: From 25 to 54 Years for United Kingdom,Quarterly,Persons,4
ATNHPIUS13780Q,"All-Transactions House Price Index for Binghamton, NY (MSA)",Quarterly,Index 1995:Q1=100,4
QBPBSTLKDPDOFFDPIDP,Balance Sheet: Total Liabilities and Capital: Deposits: Domestic Office Deposits: Interest-Bearing Deposits,Quarterly,Millions of U.S. Dollars,4
ENU4827920510,"Number of Private Establishments for All Industries in Lamb County, TX",Quarterly,Establishments,4
SITCMDODFS,"Savings Institutions; Credit Market Instruments; Liability, Level (DISCONTINUED)","Quarterly, End of Period",Billions of Dollars,4
IDSGAMRIAOBR,"Amount Outstanding of International Debt Securities for Issuers in General Government Sector, All Maturities, Residence of Issuer in Brazil",Quarterly,Millions of US Dollars,4
EQFXSUBPRIME048001,"Equifax Subprime Credit Population for Anderson County, TX",Quarterly,Percent,4
BOGZ1FR153166400Q,"Households and Nonprofit Organizations; Consumer Credit, Automobile Loans; Liability, Revaluation",Quarterly,Millions of Dollars,4
PRCNTO01LUQ661N,"Production, Sales, Work Started and Orders: Production Volume: Economic Activity: Construction for Luxembourg",Quarterly,Index 2015=100,4
ATNHPIUS21500Q,"All-Transactions House Price Index for Erie, PA (MSA)",Quarterly,Index 1995:Q1=100,4
LEU0252882200Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 to 24 years: Men,Quarterly,1982-84 CPI Adjusted Dollars,4
WFRBSN09137,Share of Real Estate Held by the 90th to 99th Wealth Percentiles,Quarterly,Percent of Aggregate,4
BOGZ1FL075035263Q,"Interest Rates and Price Indexes; Owner-Occupied Real Estate Zillow ZHVI Index (NSA), Level",Quarterly,Millions of Dollars,4
QBPBSTASLNREALMFAMREAL,Balance Sheet: Total Assets: Loans Secured by Real Estate: Multifamily Residential Real Estate,Quarterly,Millions of U.S. Dollars,4
EQFXSUBPRIME036113,"Equifax Subprime Credit Population for Warren County, NY",Quarterly,Percent,4
CIU2023000100000I,"Employment Cost Index: Wages and salaries for Private industry workers in Manufacturing; management, professional, and related occupations",Quarterly,Index Dec 2005=100,4
VAPGDPESHS,"Value Added by Industry: Educational Services, Health Care, and Social Assistance as a Percentage of GDP",Quarterly,Percent,4
IRLTLT01NLQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Netherlands,Quarterly,Percent,4
EQFXSUBPRIME020037,"Equifax Subprime Credit Population for Crawford County, KS",Quarterly,Percent,4
ATNHPIUS23844Q,"All-Transactions House Price Index for Gary, IN (MSAD)",Quarterly,Index 1995:Q1=100,4
BOGZ1FL743139123Q,"Banks in U.S.-Affiliated Areas, Branches of U.S.-Chartered Commercial Banks; Uninsured Checkable and Time and Savings Deposits; Liability, Level",Quarterly,Millions of Dollars,4
CPALTT01CLQ657N,Consumer Price Index: All Items: Total for Chile,Quarterly,Growth rate previous period,4
CBSIOE,"CSBS Community Bank Sentiment, Operations Expansion Index",Quarterly,Diffusion Index = 100,4
BOGZ1FL403065105Q,"Government-Sponsored Enterprises; One-to-Four-Family Residential Mortgages; Asset, Level",Quarterly,Millions of Dollars,4
ATNHPIUS16300Q,"All-Transactions House Price Index for Cedar Rapids, IA (MSA)",Quarterly,Index 1995:Q1=100,4
BOGZ1LM193061005Q,"Households; Total U.S. Government Securities and Municipal Securities; Asset, Market Value Levels",Quarterly,Millions of Dollars,4
EQFXSUBPRIME046095,"Equifax Subprime Credit Population for Mellette County, SD",Quarterly,Percent,4
INDCPALTT01IXNBQ,Consumer Price Index: All Items: Total for India,Quarterly,Index source base,4
USATRR,Allocated Transfer Risk Reserves for Commercial Banks in United States (DISCONTINUED),Quarterly,Thousands of Dollars,4
QXMCAM770A,"Total Credit to Non-Financial Sector, Adjusted for Breaks, for Euro Area","Quarterly, End of Quarter",Percentage of GDP,4
NCRNSAXDCRUQ,Real Final Consumption Expenditure for Russia,Quarterly,Domestic Currency,4
CCUSMA02SEQ618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Sweden,Quarterly,Swedish Krona,4
